Pathway	pVal	zScore	Genes	type	comparison
metribolone Signaling	5.60906489289662	-1.023	AKNA,CENPN,DHCR24,EGR1,FASN,FDFT1,GDF15,GOT1,GTSE1,HMGCR,HMGCS1,IDI1,ITGA6,KIF20A,LDHA,LDLR,MAF,MARS1,ME1,MMP2,NSDHL,PMEPA1,PPA1,PROS1,PRPS1,SAP30,TXNIP,VEGFA,WIPI1	Upstream	Q73_Vs_pTANK_Glia
WT1 Signaling	5.57511836336893	0.513	APC,CCL2,CDKN2C,CLIC4,COL4A1,CTSV,EGR1,EXT2,FDFT1,HSPG2,IDI1,LRP1,MMP2,PODXL,SERPINE1,SQLE,TARS1,VEGFA,WARS1,YARS1	Upstream	Q73_Vs_pTANK_Glia
valproic acid Signaling	5.56703070912559	0.973	ABCD2,ATF3,CACYBP,CALR,CCL2,CD44,CRH,DHCR7,FDFT1,GFAP,HERPUD1,HMGCS1,ICAM1,IDI1,LDLR,MSMO1,MVD,MVK,NQO1,NSDHL,PNPLA3,SC5D,SCD,SEL1L,SERPINE1,SQLE,SRSF1,TES,THSD4,TOP2A,ULBP1	Upstream	Q73_Vs_pTANK_Glia
N-nitro-L-arginine methyl ester Signaling	5.55752023093555	0.707	ADM,ATF3,BGN,CCL2,FN1,GFAP,HMGCR,ICAM1,INSIG1,LDLR,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
mevalonic acid Signaling	5.55595520408192	1.386	CCL2,CD55,FASN,HMGCR,ICAM1,LDLR,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IGF1 Signaling	5.5543957967264	1.634	A2M,ADM,BGN,CD44,CEBPB,DDIT4,EGR1,FASN,FJX1,FN1,GFAP,HGF,HMGCR,ICAM1,IER2,ITGA5,LDHA,MKI67,MMP2,NFE2L2,NUPR1,OSMR,PLAU,RUNX2,SCD,SERPINE1,SOCS3,SQLE,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
ERN1 Signaling	5.5016894462104	0.871	ATF3,CEBPB,FASN,GOT1,IFITM1,MVD,NARS1,PROS1,SCD,SDF2L1,SEL1L,SLC7A1,TNFRSF10B,VEGFA,WARS1	Upstream	Q73_Vs_pTANK_Glia
TAZ Signaling	5.49894073778225	-0.114	CCL2,CD44,FN1,LDHA,LDLR,MFAP5,PGM1,PMAIP1,RUNX2,S1PR1,SERPINE1,VEGFA,VLDLR	Upstream	Q73_Vs_pTANK_Glia
5-N-ethylcarboxamido adenosine Signaling	5.44977164694491	0.873	ADM,BCL3,CCL2,CIITA,EGR1,FGF2,IER2,KCNA2,NRP1,SERPINE1,SOCS3,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
homocysteine Signaling	5.43415218132648	0.696	ADM2,ATF3,CCL2,FGF2,HERPUD1,HMGCR,IDI1,MMP2,PMAIP1,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
CTNNB1 Signaling	5.42481215507234	0.427	ABCD2,ACAT2,BGN,CD34,CD44,CNTFR,COL4A1,COL4A2,DLK1,EDIL3,EGR1,FASN,FN1,GFAP,GJB1,HMGCR,HMGCS1,HTRA1,IDI1,IFIT1,IFITM1,INHBB,ITGA6,KDR,LAMB1,LMO2,ME1,MMP2,NRCAM,NRP2,OLIG1,PDE1C,PLAU,RUNX2,SCD,SERPINE1,SLC1A5,SLC6A1,SRSF1,TMSB15A,TNFRSF1A,TSEN2,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IAPP Signaling	5.42136079003193	0	FDFT1,HMGCR,HMGCS1,IDI1,MSMO1,MVD	Upstream	Q73_Vs_pTANK_Glia
progesterone Signaling	5.40782324260413	1.263	ADCYAP1R1,ADM,AK3,ATF3,BCAT1,BCL6,CCL2,CEBPB,CRH,CTSV,EGR1,FN1,FUT9,GARS1,GFAP,HGF,HMGCR,ICAM1,ITGA5,KDR,KLF11,LDHA,ME1,MKI67,MMP2,MTSS1,NCAPH,NRP1,PCDH1,PROS1,RBP1,SCD,SIX4,SLC1A5,TNFRSF1A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IFNAR1 Signaling	5.39685562737982	2.758	ATF3,CIITA,HLA-A,HMGCR,HMGCS1,IDI1,IFITM1,LAMP3,RIPOR2,SERPINE1,SOCS3,SQLE,TNFAIP3,TRIM22	Upstream	Q73_Vs_pTANK_Glia
vorinostat Signaling	5.36051351073141	0.339	ABCD2,ARC,CD74,CDYL2,EGR1,HMGCR,HMGCS1,ICAM1,IDI1,LDLR,MKI67,MMP2,MVD,MVK,PMAIP1,PNPLA3,RUNX2,SOCS3,TNFRSF10B,TNFRSF1A,TOP2A	Upstream	Q73_Vs_pTANK_Glia
ATP7B Signaling	5.35556141053216	-2.828	FASN,FDFT1,HMGCR,HMGCS1,IDI1,LDLR,MSMO1,SQLE	Upstream	Q73_Vs_pTANK_Glia
bee venom Signaling	5.34103515733556	0.606	ARC,FEM1C,ICAM1,ITGA5,MKI67,NUPR1,NUSAP1,PPP1R15A,SLC7A11,SOCS3,TNFAIP3,TOP2A	Upstream	Q73_Vs_pTANK_Glia
STK11 Signaling	5.31336373073771	-0.063	A2M,ASS1,ATF3,CCL2,FN1,KCNA2,KLF12,LDHA,MMP2,NRCAM,PGM1,PHGDH,PPA1,PSAT1,SERPINE1,SHMT2,SLC16A4,TARS1,TNFAIP3,TOP2A,TUBE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
YAP1 Signaling	5.31336373073771	0.99	ACAT2,AURKB,EGR1,FASN,FN1,HMGCR,HMGCS1,ICAM1,ITGA5,LDHA,LMNB1,NEGR1,NUPR1,PMAIP1,POLA1,SERPINE1,TOP2A	Upstream	Q73_Vs_pTANK_Glia
salirasib Signaling	5.30277065724028	-0.123	ADM,AK4,ATF3,LDHA,PGM1,PLAU,PLOD2,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
ritonavir Signaling	5.30016227413275	0	ACAT2,DHCR7,FDFT1,HMGCR,ICAM1,IDI1,LDLR,ME1,MSMO1,MVK,NCAPH,SC5D,SCD,SQLE,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Pkc(s) Signaling	5.29670862188134	1.058	ADM,ATF3,BCL11B,CCL2,CD55,EGR1,FGF2,FN1,HMGCR,ITGA5,MMP2,NQO1,PPP1R15A,SERPINE1,SLC6A9,STC2,ULBP1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
mir-122 Signaling	5.28903688100472	-1.074	ADGRB2,CACYBP,CLIC4,INSIG1,LMNB2,MTHFD2,MVK,SERPINB6,SLC1A5,SLC7A1,WARS1,YARS1	Upstream	Q73_Vs_pTANK_Glia
EGF Signaling	5.27818938478745	1.324	ARC,ATF3,AURKB,CD44,CEBPB,CKS2,EGR1,FASN,FGF2,FN1,GAS1,GFAP,GLG1,HAS2,HGF,HMGCS1,ICAM1,IDI1,IER2,LDHA,MMP2,MT3,NFE2L1,NRP1,PLAU,RUNX2,SCD,SERPINE1,SH2B3,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
ERK1/2 Signaling	5.26121944151563	0.716	ATP1A3,CALR,CCL2,CD44,CEBPB,CTSV,EGR1,FGF2,FN1,HAS2,HLA-A,ICAM1,IFIT1,LDLR,MMP2,OLIG2,PLAU,RUNX2,SERPINE1,SOCS3,TNFRSF10B,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IL1 Signaling	5.26121944151563	1.673	CCL2,CD34,CD55,CRH,CXCL9,FN1,GFAP,GRM3,HGF,HMGCR,ICAM1,LAMB1,LDLR,LRP1,MAP2K6,MMP2,NRP2,RUNX2,SERPINE1,SOCS3,TNFAIP3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Collagen(s) Signaling	5.26042765554991	0.218	BCL3,CD55,CREB3L1,FN1,HERPUD1,NCOA5,PPP1R15A,PSAT1	Upstream	Q73_Vs_pTANK_Glia
Insulin Signaling	5.25963731050576	0.741	ATF3,CCL2,CEBPB,COL4A1,CRH,CTH,DDIT4,EGR1,FASN,FN1,GFAP,GRB14,HMGCR,ICAM1,INSIG1,LAMB1,LDHA,ME1,MMP2,NFE2L1,OGT,PPIC,PPP1R15A,SCD,SERPINE1,SLC7A1,SQLE,VEGFA,VLDLR	Upstream	Q73_Vs_pTANK_Glia
ERBB3 Signaling	5.25963731050576	0.817	ADAM19,BGN,CDKN2C,EGR1,FGF2,FN1,HAS2,IER2,PHGDH,SERPINE1,SOCS3,TOP2A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
KLF6 Signaling	5.25649023527157	-0.543	ATF3,BCL6,CCL2,DLK1,MKI67,OLIG2,PLAU,PMAIP1,TNFAIP3,TNFRSF10B,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IDO1 Signaling	5.25570701687732	2.39	SLC1A4,SLC1A5,SLC3A2,SLC6A9,SLC7A11,SLC7A5	Upstream	Q73_Vs_pTANK_Glia
trichostatin A Signaling	5.24184537803261	-0.102	ARC,AURKB,BCAT1,CCL2,CD34,CD44,CD58,CIITA,CPD,DDR2,FASN,FGF2,FN1,HMGCR,HMGCS1,ICAM1,IFITM1,KDR,KIF20A,LDLR,LMNB1,MAF,MANF,MVK,NQO1,NRP1,NRXN1,OGT,PLAU,PLCE1,PMAIP1,PSAT1,RUNX2,SGPL1,SLC38A1,SLC7A1,SRSF1,STC2,STMN2,THSD4,TMSB10/TMSB4X,TNFRSF10B,TNFRSF1A,TOP2A,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
ITGA3 Signaling	5.22841251911874	0	CTSV,FN1,MMP2,PLAU,SERPINE1	Upstream	Q73_Vs_pTANK_Glia
LAMTOR1 Signaling	5.22841251911874	-0.447	FASN,MTHFD2,NRP1,SCD,SQLE	Upstream	Q73_Vs_pTANK_Glia
TAS1R3 Signaling	5.22841251911874	-1.342	DDIT4,SLC1A5,SLC3A2,SLC7A11,SLC7A3	Upstream	Q73_Vs_pTANK_Glia
bisindolylmaleimide I Signaling	5.21395878975745	-1.947	CD44,CD55,EGR1,EIF4EBP1,FGF2,FN1,GDF15,HAS2,ICAM1,MMP2,S1PR1,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
FGF7 Signaling	5.20971483596676	0.674	CD44,FASN,HAS2,MMP2,NFE2L2,PLAU,RUNX2,SCD,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
ITGB3 Signaling	5.20971483596676	0.277	FN1,HAS2,ITGA5,KDR,LDLR,MMP2,PLAU,RUNX2,SERPINE1,SNRPA	Upstream	Q73_Vs_pTANK_Glia
salmonella minnesota R595 lipopolysaccharides Signaling	5.1681302257195	2.436	AK3,BCL3,CCL2,CXCL9,EGR1,GDF15,ICAM1,MKI67,NFKBIZ,SERPINE1,SLFN5,SOCS3,TNFAIP3	Upstream	Q73_Vs_pTANK_Glia
NEDD9 Signaling	5.1681302257195	2.828	ADM,DDIT4,GDF15,LRP1,MMP2,PLOD2,SERPINE1,TXNIP	Upstream	Q73_Vs_pTANK_Glia
NUPR1 Signaling	5.15801519540989	3.772	ADM,ASPM,ATF3,BRINP3,CEBPB,CENPI,DHCR24,ELMOD1,GDF15,GMEB1,GPSM2,GTSE1,H1-5,H2AC14,H2BC14,H4C13,HNRNPM,IL13RA1,KBTBD7,KIF20A,LMNB1,MKI67,NUPR1,P4HA2,PPP1R15A,RAB39B,SERPINE1,SIX4,SRSF1,TSC22D2,UNC5B,USP31	Upstream	Q73_Vs_pTANK_Glia
IgG Signaling	5.13906337929991	0.835	ADM,CALR,CCL2,CEBPB,DHCR7,EGR1,FN1,GFAP,IER2,IFITM1,LDLR,MAF,PPP1R15A,S1PR1,SERPINE1,SERPINF1,TNFAIP3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
histidinol Signaling	5.10846254232744	0	EGR1,GPT2,SLC7A1,SLC7A5	Upstream	Q73_Vs_pTANK_Glia
F3 Signaling	5.08196966321512	2.06	BRINP3,CCL2,EFEMP1,EGR1,ICAM1,LAMB1,MDK,MMP2,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
NEUROG1 Signaling	5.08196966321512	-1.265	ASS1,FN1,HAS2,MFAP4,P4HA2,PAPPA,PPIC,RIPOR2,SERPINF1,TRIM22	Upstream	Q73_Vs_pTANK_Glia
PPARA Signaling	5.0670191780768	0.77	ABCD2,ACAT2,ALDH2,ASS1,CDKN2C,CEBPB,CTH,DHCR7,FASN,FDFT1,HGF,HMGCR,HMGCS1,IDI1,INSIG1,KIF20A,MKI67,MSMO1,MVD,MVK,NFE2L2,NSDHL,PPA1,SC5D,SCD,SQLE,TOP2A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
streptozocin Signaling	5.04769199033788	1.674	ATF3,COL4A1,DLX5,FASN,FN1,GFAP,HSPG2,ICAM1,LMNB1,MMP2,NQO1,OGT,RUNX2,SCD,SERPINE1,TNFRSF1A,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Immunoglobulin Signaling	5.04000516167158	0.052	ADAM19,ADM,BCL3,BCL6,CALR,CCL2,CD44,CD74,CIITA,CTH,CXCL9,EGR1,FASN,FN1,GFAP,ICAM1,KDR,MAF,MKI67,MMP2,MTHFD2,NRP1,OGT,PGM1,PLAU,PPA1,PRPS1,SCD,SOCS3,SQLE,VEGFA	Upstream	Q73_Vs_pTANK_Glia
PTGS2 Signaling	5.03198428600636	1.383	CCL2,CD44,CDKN2C,DLK1,DLX5,EGR1,FN1,ICAM1,ITGA6,KDR,MKI67,MMP2,PPA1,RUNX2,TNFRSF10B,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IFNB1 Signaling	5.03151705144607	2.134	AGL,APOL6,CCL2,CXCL9,FGF2,GAS1,GBP3,HLA-A,HMGCR,HMGCS1,IDI1,IFIT1,IFITM1,LAMB1,MMP2,NMI,PLAAT4,PMAIP1,SQLE,STARD4	Upstream	Q73_Vs_pTANK_Glia
ramipril Signaling	5.00656376950239	-1.89	COL4A1,COL4A2,CRH,FN1,LAMB1,MMP2,VEGFA	Upstream	Q73_Vs_pTANK_Glia
L-histidine Signaling	5.00436480540245	-0.409	ATF3,CEBPB,DDIT4,EGR1,PPP1R15A	Upstream	Q73_Vs_pTANK_Glia
MBTPS1 Signaling	5.00436480540245	-2.236	FASN,FDFT1,HMGCR,LDLR,SCD	Upstream	Q73_Vs_pTANK_Glia
PEX5L Signaling	5.00436480540245	2.213	DHCR7,FDFT1,HMGCR,IDI1,MVK	Upstream	Q73_Vs_pTANK_Glia
TXNIP Signaling	4.99139982823808	2.271	BCL6,DDIT4,DHCR7,FASN,ICAM1,STARD4,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
MAPK14 Signaling	4.96257350205938	1.74	CALR,CCL2,EFEMP1,FASN,FN1,HAS2,HMGCR,ICAM1,KDR,LDLR,MAP2K6,NRP1,PLAU,SOCS3,TOP2A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Collagen type IV Signaling	4.95467702121334	1.342	CCL2,DPYD,GFAP,MMP2,PLAU,SERPINE1	Upstream	Q73_Vs_pTANK_Glia
IL2 Signaling	4.95467702121334	1.364	ADAM19,BCL6,CCL2,CD44,CD58,CD74,CDKN2C,CPD,CRH,FGF2,GARS1,GDF15,GFAP,ICAM1,IDI1,ITGA6,LDLR,MAF,MAP2K6,MMP2,NEAT1,NMI,NRP1,PELI1,PMAIP1,PROS1,RFTN1,RGCC,SOCS3,STC2,TNFRSF10B,TNFRSF1A,VEGFA,YARS1	Upstream	Q73_Vs_pTANK_Glia
WNT3A Signaling	4.95078197732982	-0.829	ADM2,ARRDC4,BGN,CALR,CD44,CEBPB,DDIT4,DLK1,FN1,GAS1,HAS2,KDR,OLIG1,PMEPA1,PNPLA3,PXYLP1,RUNX2,SLC7A1,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
CASR Signaling	4.94309514866353	-1.069	APC,CD44,COL4A1,COL4A2,EGR1,NCAPD2,NDC1,NUPR1,NUSAP1,RGCC,SERPINB6,SOCS3,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
PTGER4 Signaling	4.94309514866353	0.277	CCL2,CD44,EGR1,FBXL20,HAS2,HERPUD1,HGF,ICAM1,MMP2,RUNX2,S1PR1,SAP30,SLC13A3,SLFN5	Upstream	Q73_Vs_pTANK_Glia
PIK3R1 Signaling	4.92811799269387	1.066	CD44,ICAM1,LDHA,MKI67,MMP2,NFE2L1,NFE2L2,PLAU,SERPINE1,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
wortmannin Signaling	4.92081875395237	-1.709	ATF3,CCL2,CD44,CKB,EGR1,FASN,FN1,HAS2,ICAM1,MAF,MMP2,NFE2L2,OGT,PLAU,SERPINE1,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
IL1RN Signaling	4.90657831483777	-1.32	ATF3,CCL2,CD44,CHAC1,CIITA,CRH,ICAM1,LAMP3,PELI1,PMAIP1,SERPINE1,TRIM22,VEGFA	Upstream	Q73_Vs_pTANK_Glia
TICAM1 Signaling	4.90657831483777	1.412	AK3,BCL3,CCL2,EGR1,GDF15,ICAM1,IFIT1,MKI67,NFKBIZ,PELI1,SERPINE1,SOCS3,TNFAIP3	Upstream	Q73_Vs_pTANK_Glia
hydrocortisone Signaling	4.90308998699194	-1.017	ADM,CCL2,CEBPB,CRH,FGF2,FN1,HGF,ICAM1,IGF2R,MT3,NUSAP1,SERPINE1,STC2,TNFAIP3	Upstream	Q73_Vs_pTANK_Glia
ITGAV Signaling	4.89962945488244	1.261	FN1,HAS2,LDLR,MMP2,PLAU,RUNX2,SERPINE1	Upstream	Q73_Vs_pTANK_Glia
IFNA2 Signaling	4.89279003035213	1.979	APOL6,CCL2,CXCL9,EPB41L3,FGF2,GOT1,HLA-A,HMGCS1,IFIT1,IFITM1,LAMP3,PLAAT4,PMAIP1,RIPOR2,SOCS3,TNFRSF10B,TNFRSF1A,TRIM22,VEGFA	Upstream	Q73_Vs_pTANK_Glia
TGFBR2 Signaling	4.88941028970075	2.493	BGN,CD44,CLIC4,EXT2,FGF2,FN1,GFAP,HGF,ICAM1,KDR,MMP2,NRP1,RUNX2,SERPINE1,SOCS3,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
clozapine Signaling	4.86327943284359	-2.934	ACAT2,DHCR7,EGR1,FASN,HMGCR,HMGCS1,LDLR,SC5D,SCD	Upstream	Q73_Vs_pTANK_Glia
medroxyprogesterone acetate Signaling	4.86327943284359	-0.104	ASPM,CCL2,CD44,FASN,FGF2,FN1,HGF,HTRA1,ICAM1,NUSAP1,PLAU,SCD,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Jnk Signaling	4.86012091359876	1.413	A2M,CCL2,CD44,CD55,EGR1,FN1,GDF15,ICAM1,MMP2,MRC2,NFE2L2,NQO1,PLAU,RBP1,SERPINE1,SOCS3,TNFRSF10B	Upstream	Q73_Vs_pTANK_Glia
INS Signaling	4.85387196432176	-0.11	ADCYAP1R1,ADM,CEBPB,EGR1,EIF4EBP1,FASN,HGF,HMGCR,ICAM1,IER2,NFE2L2,OGT,SCD,VEGFA,VLDLR	Upstream	Q73_Vs_pTANK_Glia
Ro31-8220 Signaling	4.82681373158773	-2.157	CCL2,CD55,EGR1,FN1,ICAM1,ITGA5,MMP2,SERPINE1	Upstream	Q73_Vs_pTANK_Glia
NPC1 Signaling	4.82390874094432	0	CD74,CDYL2,EGR1,HMGCR,HMGCS1,IDI1,LDLR,MVD,MVK,PNPLA3,SCD	Upstream	Q73_Vs_pTANK_Glia
FOS Signaling	4.81247927916354	0.767	A2M,ADAM12,ATF3,CCL2,CD44,CMTM4,CRH,CTH,CTSV,EGR1,FASN,FGF2,FN1,GAS1,GPSM2,HAS2,ICAM1,ITGA6,MMP2,MYO5B,NFE2L2,NQO1,NSDHL,PLAU,PMEPA1,RBP1,SCD,SDK1,SERPINE1,SNN,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
F10 Signaling	4.80410034759077	1.076	CCL2,EGR1,ICAM1,MMP2,VEGFA	Upstream	Q73_Vs_pTANK_Glia
SIRT1 Signaling	4.79048498545737	-0.849	AURKB,CD74,CDKN2C,CEBPB,CRH,FASN,FN1,GBP3,HGF,HLA-A,HMGCR,ICAM1,LAMB1,LDLR,MMP2,MRC2,MVK,NEGR1,PNPLA3,RUNX2,SCGN,SERPINE1,SLC7A11,SOCS3,TNFRSF10B	Upstream	Q73_Vs_pTANK_Glia
TCF3 Signaling	4.7851561519523	-0.868	AFDN,ATF3,BCL6,CD55,CDKN2C,CKS2,CTSV,EIF4EBP1,EPRS1,INSM1,LMO2,MANF,MKI67,MSMO1,NDN,NUSAP1,PLK4,RIPOR2,SDF2L1,SEC11C,SLC7A5,SOCS3,TOP2A	Upstream	Q73_Vs_pTANK_Glia
Ins1 Signaling	4.76700388960785	0.07	CEBPB,DLK1,DLX5,EGR1,EIF4EBP1,FASN,FDFT1,FGF2,HMGCR,HMGCS1,ITGA6,LDHA,LDLR,LRP1,MMP2,RUNX2,SCD,SERPINE1,SOCS3,VAMP5,VEGFA	Upstream	Q73_Vs_pTANK_Glia
forskolin Signaling	4.7619538968712	0.167	ADAMTS16,ADM,AGL,ARC,ATF3,BCL3,CALR,CCL2,CD44,CD55,CEBPB,CRH,CTSV,DDIT4,DHCR7,EGR1,FN1,GFAP,GTSE1,HAS2,ICAM1,IER2,INHBB,MSMO1,NNAT,P4HA2,PEG10,PLAU,PMAIP1,PPP1R3C,PROS1,RUNX2,SERPINE1,SH3BP4,SLC7A11,TNFAIP3,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
EGFR Signaling	4.7619538968712	0.128	BCL6,CCL2,CDCP1,CEBPB,EGR1,FASN,GFAP,HAS2,HERPUD1,ICAM1,IER2,INSM1,ITGA6,MMP2,MT3,OSMR,PLAU,PLCG1,RUNX2,SDF2L1,SERPINE1,SLC7A11,SOCS3,SRSF1,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
CLTC Signaling	4.74957999769111	0.577	CD74,HLA-A,KDR,PMAIP1	Upstream	Q73_Vs_pTANK_Glia
5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol Signaling	4.72353819582676	2.709	ATF3,BCL3,CCL2,CD44,CXCL9,ICAM1,IFIT1,NFKBIZ,SLC7A11,SOCS3,TNFAIP3	Upstream	Q73_Vs_pTANK_Glia
DICER1 Signaling	4.71896663275227	-1.014	CD44,CRH,DHCR24,EGR1,GAD2,GBP3,HMGCR,ICAM1,IGF2R,ITGA5,ITGA6,KDR,MAF,PLAU,PROS1,RFTN1,RGCC,S1PR1,SERPINE1,SERPINF1,SOCS3	Upstream	Q73_Vs_pTANK_Glia
SYVN1 Signaling	4.71669877129645	1.994	BCAT1,CD44,DPYD,EXT2,FASN,HLA-A,HNRNPM,ITGA6,NFE2L2,PODXL,SLC1A5,SLC3A2,SLC7A5,TARS1	Upstream	Q73_Vs_pTANK_Glia
cigarette smoke Signaling	4.70553377383841	2.089	ADM,CCL2,CKB,COL4A2,DDIT4,DNAJB5,EGR1,ICAM1,IFITM1,KDR,MAP2K6,MMP2,NFE2L2,NQO1,SERPINE1,SLC1A4,SLC6A9,TNFRSF1A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
HLX Signaling	4.70333480973847	-1.091	CD34,CD44,EGR1,GDF15,ICAM1,PAPPA,UNC5B	Upstream	Q73_Vs_pTANK_Glia
KRT5 Signaling	4.69897000433602	0	ICAM1,SERPINF1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
RNF139 Signaling	4.69897000433602	0	FASN,FDFT1,HMGCR	Upstream	Q73_Vs_pTANK_Glia
SRT2183 Signaling	4.69897000433602	0	FASN,HMGCR,LDLR	Upstream	Q73_Vs_pTANK_Glia
mycophenolate mofetil Signaling	4.69897000433602	0	CCL2,FN1,ICAM1	Upstream	Q73_Vs_pTANK_Glia
Fibrin Signaling	4.69250396208679	0	FN1,GFAP,ICAM1,KDR,PLAU,SERPINE1	Upstream	Q73_Vs_pTANK_Glia
pitavastatin Signaling	4.69250396208679	-2.425	FDFT1,HMGCR,HMGCS1,IDI1,MVD,SQLE	Upstream	Q73_Vs_pTANK_Glia
PPARG Signaling	4.68824613894425	-0.464	BCL6,CCL2,CCPG1,CDKN2C,CEBPB,DLK1,EIF4EBP1,FASN,FN1,GDF15,HGF,HMGCR,ICAM1,INSIG1,KLF11,LDLR,ME1,MKI67,MVD,NFE2L2,PPIC,RUNX2,SCD,SERPINE1,SOCS3,VAMP5,VEGFA,VLDLR	Upstream	Q73_Vs_pTANK_Glia
LIF Signaling	4.67985371388895	2.831	A2M,CD34,CEBPB,EGR1,FN1,GFAP,HGF,KDR,NMI,OLIG1,OLIG2,PAPPA2,PELI1,PRPH,RPE65,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
PDX1 Signaling	4.67162039656126	-0.469	ARRDC4,ATF3,CD44,CKB,DLK1,EGR1,EIF4EBP1,FGF2,GFAP,GOT1,INSIG1,NNAT,NQO1,PHGDH,PMAIP1,TXNIP	Upstream	Q73_Vs_pTANK_Glia
PML Signaling	4.61618463401957	0.497	CACYBP,CIITA,FASN,HMGCR,HMGCS1,IDI1,IFIT1,IFITM1,LDLR,MAF,ME1,NFE2L2,NQO1,SCD,TNFAIP3	Upstream	Q73_Vs_pTANK_Glia
calcimycin Signaling	4.58670023591875	1.232	ATF3,CALR,CRH,DDIT4,EGR1,FGF2,FN1,HERPUD1,ICAM1,SDF2L1,SERPINE1,VEGFA	Upstream	Q73_Vs_pTANK_Glia
RASSF1 Signaling	4.58004425151024	0.777	COL4A1,COL4A2,EFEMP1,EGR1,EPB41L3,FGF2,GDF15,MDK,MMP2,PROS1,SRPX	Upstream	Q73_Vs_pTANK_Glia
FOXO1 Signaling	4.57186520597121	-1.748	A2M,ASPM,CDKN2C,COL4A1,COL4A2,CTSV,DDIT4,EGR1,EIF4EBP1,FASN,FN1,HMGCR,ICAM1,ME1,MVD,NDN,NRP2,NUSAP1,PMAIP1,PPP1R15A,RIPOR2,RUNX2,S1PR1,SCD,SERPINE1,SQLE,TXNIP	Upstream	Q73_Vs_pTANK_Glia
AGER Signaling	4.54363396687096	1.974	CCL2,COL4A1,EGR1,ICAM1,IFIT1,MMP2,SERPINE1,TXNIP,VEGFA	Upstream	Q73_Vs_pTANK_Glia
poly rI:rC-RNA Signaling	4.54060751224077	3.058	ATF3,CCL2,CD44,CD74,CEBPB,CXCL9,EGR1,FGF2,FN1,GDF15,HLA-A,ICAM1,IFIT1,ITGA5,MKI67,MMP2,MVP,NMI,PLAAT4,PLAU,PLCG1,PMAIP1,PPP1R15A,PTPN13,SERPING1,TNFAIP3,TNFRSF10B,TOP2A,VEGFA	Upstream	Q73_Vs_pTANK_Glia
carbon tetrachloride Signaling	4.51999305704285	2.484	AK4,ASS1,ATF3,FN1,GDF15,HGF,ICAM1,IGF2R,IL13RA1,KDR,ME1,MMP2,NQO1,PPP1R15A,RBP1,SLCO1C1	Upstream	Q73_Vs_pTANK_Glia
epigallocatechin-gallate Signaling	4.50723961097316	-1.544	APC,CCL2,CEBPB,EGR1,FN1,GBP3,ICAM1,KDR,LDLR,MKI67,MMP2,MT3,NFE2L2,PLAU,SERPINE1,TNFRSF10B,VEGFA	Upstream	Q73_Vs_pTANK_Glia
Tgf beta Signaling	4.49894073778225	3.23	ADAM12,BGN,CCL2,CIITA,COL4A1,COL4A2,FGF2,FN1,HSPG2,ITGA5,ITGA6,LMCD1,MAF,MMP2,PLAU,PMEPA1,RUNX2,SERPINE1,SOCS3,VEGFA	Upstream	Q73_Vs_pTANK_Glia
