Pathway	pVal	zScore	Genes	type	comparison
F2 Signaling	5.00436480540245	3.063	Ccl2,CXCL10,CXCL3,CXCR4,CYBB,DAAM1,F2R,F3,FLT1,FN1,IGF1,IL1B,IL6,KIF13A,LAMP2,NCF1,OSM,PLAUR,PTGS2,RAC2,SERPINE1,SLC2A6,SLC7A1,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
Fcer1 Signaling	4.98716277529483	1.108	ATP2A2,Ccl2,CSF1,CXCL3,IFIT2,IL16,IL1B,IL1RN,IL6,NFATC2,TNF	Upstream	R62_12wk
bee venom Signaling	4.97061622231479	0.739	AREG,Ccl2,CDC42EP4,CYBB,DNAJB1,HSPB1,IL1B,IRF1,OASL,OSM,PTGS2,RGS2,TNF,TNFAIP2,Tnfsf9	Upstream	R62_12wk
erlotinib Signaling	4.96257350205938	2.201	AREG,AXL,CD36,CXCL3,CYBB,F3,IL12B,IL1B,IL6,PLAU,PLAUR,PML,SERPINE1,TNF	Upstream	R62_12wk
ionomycin Signaling	4.95860731484177	1.76	ANKH,ATP2A2,ATP2A3,CRTAM,CXCL10,EIF2AK2,IL12B,IL6,ITPR2,PRF1,PTGS2,RGS2,SLAMF1,SOCS2,SPP1,STAT5B,TBX21,TNF,TNFSF10,Tnfsf9,ZBTB16	Upstream	R62_12wk
mifepristone Signaling	4.93181413825384	-2.004	APOE,AREG,Ccl2,CEACAM1,CYBB,DIO2,EPHB3,F3,FKBP5,GAL,GAS6,HPGD,IL12B,IL1B,IL6,JAM2,LOX,Ly6a (includes others),NFE2L2,PTGS2,PTN,RGS2,SERPINE1,SNAP25,SPP1,STAR,THBS2,TNF	Upstream	R62_12wk
FGF2 Signaling	4.91721462968355	2.963	ANG,AREG,CALB1,Ccl2,CCND3,CSF1,CXCL2,CXCR4,DKK2,EGLN3,F3,FLT1,FN1,FOXO1,GPNMB,GSK3B,HGF,IGF1,IL1B,IL6,LALBA,LOX,NR3C2,PENK,PLAU,PLAUR,PTGS2,SEMA6D,SERPINE1,SPP1,STAR,TNF,TNFSF10,VEGFA,YY1	Upstream	R62_12wk
2-mercaptoacetate Signaling	4.90308998699194	2.219	CXCL2,CXCL3,IGF1,IL12B,IL1B,IL6,PLAU	Upstream	R62_12wk
RIPK1 Signaling	4.90308998699194	2.01	CXCL10,CXCL2,IL12B,IL1B,IL6,MAP3K14,TNF	Upstream	R62_12wk
PTPRJ Signaling	4.90308998699194	2.72	Cxcl11,CXCL2,CXCL3,FGL2,Iigp1,IL6,Mx2,OASL,PLAUR,PTGS2,TNF	Upstream	R62_12wk
TRAF6 Signaling	4.90308998699194	1.771	Ccl2,CD274,CXCL16,CXCL2,CYBB,IL12B,IL1B,IL6,NCF1,NFE2L2,TNF	Upstream	R62_12wk
isotretinoin Signaling	4.89279003035213	1.772	ABCG1,HPGD,IL12B,IL6,IRF1,OLR1,PRKCA,PTGS2,STAT2,TFRC,TNFAIP2,TNFSF10	Upstream	R62_12wk
GIP Signaling	4.86012091359876	0.808	Ccl2,IL6,LPL,RGS2,SPP1,TNF	Upstream	R62_12wk
LY96 Signaling	4.86012091359876	-0.673	CD86,CXCL2,CXCL3,IL12B,IL6,TNF	Upstream	R62_12wk
MAPKAP1 Signaling	4.86012091359876	2.4	CXCL10,IFI16,IFIT2,Mx1,OAS2,SLFN5	Upstream	R62_12wk
PIAS4 Signaling	4.86012091359876	-2.236	CXCL2,Cxcl9,IL12B,IL1B,IRF1,SERPINE1	Upstream	R62_12wk
TP73 Signaling	4.84163750790475	-2.071	ARNTL,AUH,BLZF1,Ccl2,Ccl6,CCND3,CDK1,CLEC7A,CLIP3,CXCL10,CXCL2,CXCL3,FLT1,FN1,GPNMB,HSPA1A/HSPA1B,IL1B,IL6,ITGAX,KLHL21,LYZ,MFAP3,NCAM1,PLAU,PML,RAB7B,Rbx1,SERPINE1,SERPINF1,SHISA5,SPP1,THBS2,TNFAIP2,VEGFA,VMP1	Upstream	R62_12wk
interferon beta-1a Signaling	4.83863199776502	0	CST7,CXCR4,DNAJB1,EIF2B1,GPR65,IFI35,IFIT1,IL16,IL1RN,IL2RB,IRF1,IRF7,PLAUR,STAT1,TBXAS1,TLR1	Upstream	R62_12wk
REL Signaling	4.83268266525182	0.615	AGPS,CAMK2D,CD86,CXCL10,Cxcl9,EVI5,F3,FN1,FRMD4B,HLA-A,ICK,IFIT1B,Iigp1,IL12B,IL23A,IL6,NFE2L2,NRARP,PARP14,RSAD2,SASS6,STAT5B,TNF,TNFSF10	Upstream	R62_12wk
SNCA Signaling	4.83268266525182	1.692	Bst2,Ccl2,CYBB,DDN,FGF13,GSK3B,HLA-DQA1,HPCA,HSP90B1,Hspa1b,IGF1,IL1B,IL6,IRF1,IRF7,LAMP2,MINAR1,Mx2,NCF1,Nrgn,PSMA3,RSAD2,SERPINE1,TNF	Upstream	R62_12wk
CHUK Signaling	4.80410034759077	3.766	Ccl2,CH25H,CSF1,CXCL10,Cxcl11,CXCL2,CXCL3,F3,HLA-A,IFI16,IFI35,IFIT1B,IFIT2,IL12B,IL1B,IL1RN,IL6,PLAU,PTGS2,SPP1,TNF,TNFAIP2,VEGFA	Upstream	R62_12wk
AMBP Signaling	4.80134291304558	-1.133	Ccl2,CXCL2,CXCL3,IL1B,PLAU	Upstream	R62_12wk
COCH Signaling	4.80134291304558	1	Ccl2,CXCL2,IL1B,IL6,TNF	Upstream	R62_12wk
IL1R2 Signaling	4.80134291304558	-2.153	CXCL2,CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
TXK Signaling	4.80134291304558	-0.391	IL2RB,KLRB1,TBX21,TNF,ZBTB16	Upstream	R62_12wk
phospholipid Signaling	4.80134291304558	0.49	Ccl2,CXCL10,CXCL3,F3,PTGS2	Upstream	R62_12wk
polymyxin B Signaling	4.80134291304558	-1.506	HGF,IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
pubchem compound 11368987 Signaling	4.80134291304558	-1.142	CXCL10,CXCL2,IL1B,IL23A,IL6	Upstream	R62_12wk
1,2-dioleoyloxy-3-(trimethylammonium)propane Signaling	4.78781239559604	1.964	IFIT1B,IL1B,IRF7,Mx1	Upstream	R62_12wk
CLEC4D Signaling	4.78781239559604	2	IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
CLEC6A Signaling	4.78781239559604	1.987	IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
CTSC Signaling	4.78781239559604	1.698	CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
HG-9-91-01 Signaling	4.78781239559604	-2	IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
IL18BP Signaling	4.78781239559604	-0.762	IL23A,IL6,TNF,VEGFA	Upstream	R62_12wk
MARCO Signaling	4.78781239559604	1.131	CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
Orm1 (includes others) Signaling	4.78781239559604	-1.246	Ccl2,IL1B,IL6,TNF	Upstream	R62_12wk
TSC22D1 Signaling	4.78781239559604	2	FN1,IL1B,IL6,SERPINE1	Upstream	R62_12wk
Tlr13 Signaling	4.78781239559604	1.964	IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
tranexamic acid Signaling	4.78781239559604	-2	F3,IL1B,PLAU,TNF	Upstream	R62_12wk
salicylic acid Signaling	4.7851561519523	-1.802	CDK1,CSF1,F3,FKBP5,IL1B,IL6,OLR1,PTGS2,TNF,TNFSF10	Upstream	R62_12wk
gentamicin Signaling	4.76700388960785	-0.162	ALCAM,CAND1,Ccl2,CPSF2,CXCL10,DECR1,GAS5,H3F3A/H3F3B,HIVEP2,HSP90B1,HSPA1A/HSPA1B,HSPB1,IL1B,IRF1,IRF7,NVL,PLIN2,PPP1R1A,PSAT1,PTN,SPP1,Sult1a1,TFRC,TNF,VAT1	Upstream	R62_12wk
FASN Signaling	4.74714696902011	1.706	ABCG1,Apoc1,CD36,FOXO1,GSK3B,IL12B,IL1B,IL6,LPL,PTGS2,Retnla,TNF	Upstream	R62_12wk
dextran sulfate Signaling	4.74472749489669	1.325	Ccl2,CD36,CD86,CDK1,CXCL10,CXCL2,CXCL3,HGF,IFIT1B,IFITM3,IL12B,IL1B,IL22RA2,IL23A,IL6,IRF7,MSR1,NCAPH,NFATC2,PTGS2,PTN,SERPINE1,ST14,THBS2,TNF,VEGFA	Upstream	R62_12wk
BCL2L11 Signaling	4.74472749489669	-1.153	Ccl2,CD274,CD36,CXCL2,IL1B,IL6,TNF	Upstream	R62_12wk
TICAM2 Signaling	4.74472749489669	1.069	CXCL10,IL12B,IL1B,IL6,IRF1,IRF7,TNF	Upstream	R62_12wk
GNAQ Signaling	4.73518217699046	-1.067	AREG,ATP2A2,Ccl2,CXCL3,DPYS,GAS6,IL1RN,IL6,NFIA,OLR1,PLAUR,PTGS2,SERPINE1,STAR,STAT1,VEGFA	Upstream	R62_12wk
S100A8 Signaling	4.70996538863748	1.967	ABCG1,AREG,Ccl2,CD274,CXCL10,CXCL14,CXCL2,CXCL3,Cxcl9,IGF1,IL1B,IL23A,IL6,OLR1,PLAU,RNASE6,SCUBE1,SLC6A12,TNF,USP18	Upstream	R62_12wk
N-cor Signaling	4.69250396208679	-1.387	ARNTL,CD36,CXCL10,CXCL14,CXCL2,FAM20C,HIVEP2,IGF1,IL1B,OLR1,PLIN2,PTGS2,SEMA4D,SHISA5,USP18	Upstream	R62_12wk
ARRB1 Signaling	4.6675615400844	-1	Ccl2,F3,IL6,LPL,PTGS2,SERPINE1,SPP1,TNF	Upstream	R62_12wk
OSCAR Signaling	4.6675615400844	-0.2	CD86,CXCL2,CXCL3,IL12B,IL1RN,TLR7,TNF,TNFSF10	Upstream	R62_12wk
PTX3 Signaling	4.6675615400844	0.699	Ccl2,CXCL2,EGR3,F3,IGF1,IL1B,IL6,TNF	Upstream	R62_12wk
SELP Signaling	4.6675615400844	2.277	CXCL2,CXCR4,F3,IGF1,IL1B,IL6,PLAUR,TNF	Upstream	R62_12wk
VTN Signaling	4.6675615400844	-0.002	CXCL3,F3,IL1B,PLAU,PLAUR,PTGS2,SERPINE1,TNF	Upstream	R62_12wk
docosahexaenoic acid Signaling	4.6675615400844	0.581	ABCD3,APOE,Ccl2,CD86,CSF1,CXCR4,FADS1,FOXO1,HPGD,IL12B,IL1B,IL6,LOX,NFE2L2,PTGS2,Retnla,SERPINE1,THBS2,TNF	Upstream	R62_12wk
daidzein Signaling	4.66354026615147	1.457	ABCG1,APOE,CD86,DNASE1L3,HLA-A,HLA-DQA1,IL6,IRF7,MTTP,NFE2L2,PKIB,PTGS2,PXMP4,TPD52	Upstream	R62_12wk
eicosapentenoic acid Signaling	4.66354026615147	0.291	ACAT1,APOE,CD36,CD86,FADS1,IGF1,IL12B,IL1B,IL6,NFE2L2,PLIN2,PTGS2,SERPINE1,TNF	Upstream	R62_12wk
E. coli lipopolysaccharide Signaling	4.66354026615147	2.208	Ccl2,CD86,CXCL10,CXCL2,CXCL3,IL12B,IL1B,IL23A,IL6,PTGS2,TNF	Upstream	R62_12wk
CRKL Signaling	4.65560772631489	2.433	CXCL10,Cxcl11,Cxcl9,FGL2,Iigp1,ISG20	Upstream	R62_12wk
GNAI3 Signaling	4.65560772631489	2.433	CSF1,CXCL3,IL6,SPP1,TNF,VEGFA	Upstream	R62_12wk
ITGAM Signaling	4.65560772631489	1.553	CD86,IL12B,IL1B,IL6,PTGS2,TNF	Upstream	R62_12wk
RNASE1 Signaling	4.65560772631489	1.698	CXCL10,IL12B,IL16,IL6,OSM,TNF	Upstream	R62_12wk
TNFSF11 Signaling	4.65169513695184	1.057	AEBP2,CAPN2,Ccl2,CCND3,CDC42EP4,CXCL3,F3,FOXO1,GCM2,HIPK2,IGF1,IL12B,IL1B,IL1RN,IL6,NFATC2,PLAUR,PTGER4,PTGS2,SERPINE1,SPP1,STAT1,TNF,Tnfsf9,USP18,ZC3H12C	Upstream	R62_12wk
epigallocatechin-gallate Signaling	4.63264407897398	-3.37	AXL,CXCL10,CXCL3,F3,FN1,Ifi202b,IL12B,IL1B,IL6,IRF1,NFE2L2,PLAU,PRKCA,PTGS2,PTN,SEMA4D,SERPINE1,STAT1,TFRC,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
NOS2 Signaling	4.63264407897398	1.012	ATP2A2,Ccl2,CD86,CXCL2,CXCL3,Cxcl9,FOXO1,IFIT1B,IL12B,IL1B,IL1RN,IL6,LGALS3BP,PRF1,PTGS2,SFXN1,TNF,TNFSF10,TOR3A,VEGFA	Upstream	R62_12wk
EGR1 Signaling	4.60906489289662	2.113	AREG,ATP2A2,Ccl2,Ccl6,CSF1,CXCL2,CXCL3,F3,FLT1,FN1,HPGD,IL1B,LYZ,PLAU,PTGS2,SERPINE1,SLC12A2,SPP1,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
alefacept Signaling	4.60906489289662	-0.578	CST7,DLG5,IL12B,IL23A,IL2RB,KLRB1,NCAM1,PRF1,STAT1,STAT2	Upstream	R62_12wk
linoleic acid Signaling	4.60730304674033	0.479	Ccl2,CD36,HSP90B1,IL1B,IL6,LPL,MTTP,NCF1,OLR1,PLIN2,PTGS2,VEGFA	Upstream	R62_12wk
NS-398 Signaling	4.60554831917378	-1.659	CAPN2,CXCR4,F2R,F3,HGF,IGF1,IL1B,IL6,PTGS2,SPP1,STAR,TFRC,TNF,VEGFA	Upstream	R62_12wk
NR3C2 Signaling	4.60205999132796	1.405	Apoc1,APOE,Ccl2,CXCR4,FKBP5,FN1,GPX3,IGF1,IL1B,IL6,NFIA,PTGS2,RGS2,SERPINE1,TNF,TSC22D3,VEGFA	Upstream	R62_12wk
2-methoxyestradiol Signaling	4.59859945921846	-0.796	AREG,CXCR4,F3,IL6,LALBA,LOX,PTGS2,SPON1,TNF	Upstream	R62_12wk
ADM Signaling	4.59859945921846	-1.346	Ccl2,CXCL2,FN1,IL1B,IL6,PENK,PTGS2,SPP1,TNF	Upstream	R62_12wk
NAMPT Signaling	4.59859945921846	2.758	AXL,CXCL10,CXCL2,FN1,IL16,IL6,NAMPT,SOCS2,TNF	Upstream	R62_12wk
GRN Signaling	4.59345981956604	0.304	Ccl2,CXCL2,IL12B,IL1B,IL6,TNF,VEGFA	Upstream	R62_12wk
FOSL1 Signaling	4.58670023591875	0.138	AXL,Ccl2,Ccl6,HPGD,IL1B,IL6,PLAU,PLAUR,SEMA6D,SERPINE1,TNF	Upstream	R62_12wk
medroxyprogesterone acetate Signaling	4.58670023591875	-0.384	CAMK4,Ccl2,CDK1,CXCL10,CXCR4,F3,FN1,FOXO1,HGF,HTRA3,IL12B,IL1B,IL6,PLAU,TNF,VEGFA	Upstream	R62_12wk
gefitinib Signaling	4.5543957967264	-2.952	AREG,AURKB,Ccl2,CD274,CXCL2,EGR3,EPSTI1,FLT1,FSCN1,HSP90B1,HSPB1,IGF1,MMP15,OSM,PLAUR,PTGS2,STAT1,Sult1a1,TNFSF10,VEGFA	Upstream	R62_12wk
KRT17 Signaling	4.54975089168064	2.828	CLEC7A,CXCL10,CXCL2,CXCL3,IL1B,IL6,SPP1,TNF	Upstream	R62_12wk
TP53 Signaling	4.54515513999149	0.426	ACAT1,ACP2,ANKH,APOE,AREG,AURKB,BLZF1,C2,CAMK2D,CAND1,Ccl2,CCNB1IP1,CCND3,CD36,CDK1,CSF1,CSNK1D,CTSW,CXCL10,CXCL3,CYP51A1,DBI,DNMT3A,EGR3,EIF2B1,EIF4E2,F2R,F3,FGF13,FKBP5,FN1,FOXO1,GAS6,GPR137C,GPX3,GSK3B,Gzmb,HGF,HLA-DQA1,HSP90AB1,HSPA1A/HSPA1B,HSPB1,HSPH1,IFI16,IFI35,IGF1,IGF2BP2,IL16,IL1B,IL1RN,IL6,IRF7,IRF9,KLHL21,KPNB1,LASP1,LATS2,LGALS3,LOX,LPIN1,Ly6a (includes others),LYZ,MAPK1,mir-142,Mx1,MYO5A,NAMPT,NCAPH,NCF1,NPNT,NRARP,P4HA1,PARD6G,PDLIM5,PLAU,PLAUR,PML,PRKAB1,PRKCA,PTGS2,PTN,RAC2,RAP2B,SCO1,SERPINE1,SHISA5,SLC2A6,SLC7A5,SOCS2,SPP1,SSPN,ST14,STAT1,TBXAS1,TET1,TFAM,TFRC,THBS2,TLR1,TNF,TNFAIP2,TNFSF10,TSC22D3,Ttf1,VEGFA,VMP1,XAF1,YY1	Upstream	R62_12wk
PRKCE Signaling	4.54060751224077	0.916	CCND3,Cxcl9,HSP90AB1,IL1B,IL2RB,IL6,PTGER3,PTGS2,RGS2,STAR,TNF,VEGFA	Upstream	R62_12wk
IL1A Signaling	4.52724355068279	3.367	APOD,Ccl2,CD274,CD86,Clec2d (includes others),CSF1,CXCL10,CXCL2,CXCL3,IGF1,IL12B,IL1B,IL1RN,IL6,IRF1,JAM2,LOX,PLAU,PTGS2,SERPINE1,SPP1,TNF	Upstream	R62_12wk
platelet activating factor Signaling	4.52432881167557	2.569	F3,FN1,GAS6,IL6,PLAU,PLAUR,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
FSTL1 Signaling	4.51712641639125	1.432	Ccl2,IL1B,IL6,OSM,TNF	Upstream	R62_12wk
HPSE Signaling	4.51712641639125	0	F3,HGF,PLAU,PLAUR,PTGS2	Upstream	R62_12wk
SLC6A1 Signaling	4.51712641639125	-1.477	IL23A,IL6,STAT1,TBX21,TNF	Upstream	R62_12wk
TRIM38 Signaling	4.51712641639125	0.115	CXCL10,IFIT2,IL1B,IL6,TNF	Upstream	R62_12wk
mastoparan Signaling	4.51712641639125	-2.224	CXCL10,IL12B,IL1B,IL6,TNF	Upstream	R62_12wk
nickel chloride Signaling	4.51712641639125	2.16	IL1B,IL6,PTGS2,TNF,VEGFA	Upstream	R62_12wk
CREB1 Signaling	4.51570016065321	2.837	APOE,ARHGAP33,BAG3,CAMK4,CCND3,CH25H,CXCL2,CXCR4,CYP51A1,DIO2,DKK2,FGF13,FGL2,FLT1,FN1,GAL,GLA,GNAL,GPNMB,HLA-A,HLA-G,HPCA,HPGD,Ifi202b,IL1B,IL6,IRF7,KCNIP2,KLF7,LPL,LYPD6,Nrgn,PENK,PTGS2,RBMX,Retnla,RGS2,SOCS2,STAR,TFRC,TNF,TP53INP2,VEGFA,YPEL1	Upstream	R62_12wk
pirinixic acid Signaling	4.50445566245355	0.245	ABCD3,ACAT1,ADIPOR1,APOE,Ccl2,CCND3,CD36,CDK1,CEACAM1,CXCL3,DBI,DECR1,F3,FADS1,HGF,HILPDA,HIST1H1C,HLA-DQA1,Hspa1b,HSPB1,IFITM3,IL1B,IL1RN,IL6,KPNA1,LGALS3,LPL,MTTP,PLIN2,PSMA3,PTGS2,PXMP4,RORA,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
ADIPOQ Signaling	4.5016894462104	-1.508	ADIPOR1,Ccl2,CD36,CXCL10,CXCL2,CXCL3,CYBB,F3,FADS6,FN1,GSK3B,IL12B,IL6,LPL,MSR1,NCF1,PTGS2,TNF	Upstream	R62_12wk
F7 Signaling	4.5003129173816	0.333	Ccl2,CXCL2,F3,IL1B,IL6,PLAUR,PTGS2,TNF,VEGFA	Upstream	R62_12wk
ICAM1 Signaling	4.5003129173816	2.245	CD86,CXCL2,CXCL3,GSK3B,Gzmb,IL1B,IL6,TNF,VEGFA	Upstream	R62_12wk
KIT Signaling	4.49485002168009	0	ANKH,Ccl2,CCND3,CXCL3,CXCR4,IL6,ITGAX,LGALS3,OSM,Ppp2r5c,SOCS2,SPP1,STAT1,TNF	Upstream	R62_12wk
THRA Signaling	4.4907974776689	-0.035	ATP2A2,CAMK4,Ccl2,CXCL10,Cxcl11,CXCL2,CXCL3,IGF1,IL6,IRF1,LPL,Nrgn,PENK,SERPINE1,SLC6A12,TNF	Upstream	R62_12wk
cigarette smoke Signaling	4.46852108295774	2.868	AREG,Ccl2,CRLF2,CXCL10,CXCL2,CXCL3,GPX3,IGF1,IL1B,IL6,NFE2L2,Oas1d (includes others),OAS2,OASL,Oasl2,PRKCA,PTGS2,SERPINE1,SLC1A4,SLC6A9,SOCS2,STAT1,TNF,VEGFA	Upstream	R62_12wk
101.10 peptide Signaling	4.4672456210075	-1.472	Ccl2,IL1B,IL1RN,IL6,PTGS2,TNF	Upstream	R62_12wk
3M-011 Signaling	4.4672456210075	1.516	CD86,CXCL10,IL6,PTGS2,STAT1,TNF	Upstream	R62_12wk
C5 Signaling	4.4672456210075	2.213	Ccl2,CXCL2,CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
CXCL3 Signaling	4.4672456210075	1.418	Ccl2,CXCL10,CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
NT5E Signaling	4.4672456210075	-1.732	Ccl2,IL1B,IL6,SERPINE1,SPP1,TNF	Upstream	R62_12wk
SIGIRR Signaling	4.4672456210075	-1.65	Ccl2,CXCL2,CXCL3,IL1B,IL6,TNF	Upstream	R62_12wk
mezerein Signaling	4.4672456210075	0	FN1,IFIH1,IFIT1,IRF9,OAS2,TNF	Upstream	R62_12wk
vemurafenib Signaling	4.4672456210075	-1.229	CD274,IL1B,IL6,NAMPT,PRF1,VEGFA	Upstream	R62_12wk
BCL6 Signaling	4.45842075605342	-1.867	ALCAM,Ccl2,Ccl6,CD72,CSF1,CUX2,CXCL10,CXCL3,Gzmb,HERC6,IL1B,IL23A,IL2RB,IL6,IRF9,JMY,LPIN1,Ly6a (includes others),SERPINE1,SOCS2,TBX21,TNF	Upstream	R62_12wk
CYP7A1 Signaling	4.45345733652187	-1.249	ABCG1,Ccl2,IL1B,IL6,MTTP,PTGS2,TNF	Upstream	R62_12wk
MAC Signaling	4.45345733652187	2.605	AREG,CXCL2,FN1,IRF1,PTGS2,SPP1,TNF	Upstream	R62_12wk
RNASE2 Signaling	4.45345733652187	2.069	CD86,CSF1,CXCL10,IL12B,IL6,OSM,TNF	Upstream	R62_12wk
ZC3H12A Signaling	4.45345733652187	-0.633	Ccl2,IL12B,IL1B,IL6,LPL,NCF1,TNF	Upstream	R62_12wk
epinephrine Signaling	4.44009337496389	-0.658	ADRA2A,CDK1,CXCR4,IL12B,IL23A,IL6,LPL,PENK,PTGS2,TFRC,TNF	Upstream	R62_12wk
CRP Signaling	4.43651891460559	0.487	Ccl2,IL1RN,IL6,LPL,PRKCA,SERPINE1,TNF,TNFSF10	Upstream	R62_12wk
tempol Signaling	4.43651891460559	-2.178	CXCL2,F3,NCF1,NR3C2,PTGS2,SERPINE1,SPP1,TFAM	Upstream	R62_12wk
zoledronic acid Signaling	4.43651891460559	-0.835	CXCR4,FLT1,IL6,NCAM1,PTGS2,TNF,TNFSF10,VEGFA	Upstream	R62_12wk
Sb202190 Signaling	4.43297363384094	-2.504	Ccl2,CCND3,CD86,CXCL10,FN1,IFIT1,IL12B,IL1B,IL23A,IL6,P4HA1,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
MAPK8 Signaling	4.42481215507234	1.362	ADARB1,APOD,APOE,Ccl2,CXCL16,CYBB,DIO2,FOXO1,IL12B,IL1B,IL6,MSR1,MTTP,PLAU,PLAUR,PTGS2,TBX21,TNF,TSC22D3	Upstream	R62_12wk
MTPN Signaling	4.41341269532824	2.534	APOD,Ccl2,CCND3,CDK1,FN1,GAS5,GAS6,IGF1,IL6,SERPINE1,SPP1,TNF,TNFSF10	Upstream	R62_12wk
cerivastatin Signaling	4.41005039867429	-0.666	CD36,DBI,F3,FN1,HSPB1,IL6,PLAU,PLAUR,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
D-galactosamine Signaling	4.40671393297954	2.371	CXCL10,CXCL2,IL12B,IL6,NFE2L2,PTN,SDC3,TNF,TNFSF10	Upstream	R62_12wk
SB 216763 Signaling	4.40671393297954	-0.715	DLG2,FSCN1,IL1B,IL6,PLAU,PTGS2,RGS2,TNF,TNFSF10	Upstream	R62_12wk
IL15 Signaling	4.39040559077478	0.991	CAMK2D,Ccl2,CCND3,CD274,CD86,CEACAM1,CSF1,CTSW,CXCL10,CXCL2,CXCR4,Gzmb,IFI35,IFIT1,IL12B,IL2RB,IL6,IRF1,ITGAX,Klra7 (includes others),KLRB1,MAPK1,NCAM1,NR3C2,PRF1,RAC2,SOCS2,TBX21,TFRC,TNF,TNFSF10,TRIM5,VEGFA,YY1	Upstream	R62_12wk
nicotine Signaling	4.38615817812393	0.588	Ccl2,CD86,CXCL3,DBI,FN1,IGF1,IL12B,IL1B,IL6,KCNK12,LGALS3,PENK,PLAUR,PTGS2,SERPINE1,SERPINF1,SPP1,STAT1,TNF	Upstream	R62_12wk
IL1R1 Signaling	4.36151074304536	1.501	Ccl2,CXCL10,CXCL2,CXCL3,Cxcl9,IGF1,IL1B,IL6,PTGS2,TNF	Upstream	R62_12wk
SAA1 Signaling	4.32790214206428	0.676	Ccl2,CXCL10,IL12B,IL1B,IL1RN,IL6,Retnla,TNF	Upstream	R62_12wk
3'-O-(4-benzoyl)benzoyladenosine 5'-triphosphate Signaling	4.32513885926219	1.945	IL1B,IL6,PTGS2,TNF	Upstream	R62_12wk
C6 Signaling	4.32513885926219	0.775	Ccl2,CXCL2,CXCL3,IL1B	Upstream	R62_12wk
CYP4F2 Signaling	4.32513885926219	1.96	CYBB,FLT1,IL6,VEGFA	Upstream	R62_12wk
IFNA10 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA14 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA16 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA21 Signaling	4.32513885926219	1.954	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA5 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA6 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA7 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
IFNA8 Signaling	4.32513885926219	1.961	CXCL10,IFIH1,IFIT1,ZBP1	Upstream	R62_12wk
SERPIND1 Signaling	4.32513885926219	-1	Ccl2,F2R,IL1B,IL6	Upstream	R62_12wk
SFRP5 Signaling	4.32513885926219	-1.131	Ccl2,CXCR4,IL1B,TNF	Upstream	R62_12wk
ZNF395 Signaling	4.32513885926219	1.987	IFI16,IFI44,IFIT1,IFIT2	Upstream	R62_12wk
entolimod Signaling	4.32513885926219	-1.98	CXCL2,CXCL3,IL1B,IL6	Upstream	R62_12wk
glaucocalyxin A Signaling	4.32513885926219	-1.964	IL1B,IL6,PTGS2,TNF	Upstream	R62_12wk
vinpocetine Signaling	4.32513885926219	-1.253	Ccl2,CXCL3,IL1B,TNF	Upstream	R62_12wk
MST1 Signaling	4.31966448658544	-1.299	IL12B,IL1RN,IL6,MSR1,PTGS2,SPP1,TNF	Upstream	R62_12wk
adenosine Signaling	4.31605286924849	-0.344	CD86,CXCR4,IL12B,IL1B,IL6,PTGS2,SERPINE1,TNF,VEGFA	Upstream	R62_12wk
arachidonic acid Signaling	4.29929628285498	-0.002	ABCG1,CD36,CD86,F3,FADS1,IL12B,IL6,PENK,PLAU,PTGS2,RGS2,STAR,TNF	Upstream	R62_12wk
IL36G Signaling	4.29413628771608	0	CXCL10,IL12B,IL23A,IL6,Retnla,TNF	Upstream	R62_12wk
PDCD4 Signaling	4.29413628771608	-2.415	IL1B,IL6,LOX,PLAU,PLAUR,PTGS2	Upstream	R62_12wk
neuroprotectin D1 Signaling	4.29413628771608	-2.415	IL1B,IL23A,IL6,PTGS2,TNF,TNFAIP2	Upstream	R62_12wk
